locationid,applicant,facility,cnn,descriptio,address,block_lot,block,lot,permit,status,food_items,x,y,latitude,longitude,schedule,days_hours,approved,received,priorpermi,exp_date,location
765671,Quan Catering,Truck,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,235022,235,22,16MFF-0050,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013470.754,2117151.885,37.79405318,-122.3973477,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0050&ExportPDF=1&Filename=16MFF-0050_schedule.pdf,Mo-Fr:12PM-1PM,3/14/2016 0:00:00,3/14/2016,1,3/15/2017 0:00:00,"(37.7940531837329, -122.397347693326)"
765670,Quan Catering,Truck,2867000,BEALE ST: HARRISON ST to BRYANT ST (400 - 499),400 BEALE ST,3766012,3766,12,16MFF-0050,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6015274.974,2114511.988,37.78690492,-122.3909203,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0050&ExportPDF=1&Filename=16MFF-0050_schedule.pdf,Mo-Fr:11AM-12PM,3/14/2016 0:00:00,3/14/2016,1,3/15/2017 0:00:00,"(37.786904919457, -122.390920262962)"
765540,Got Snacks,Push Cart,184001,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL (1000 - 1099),1020 03RD ST,8714002,8714,2,16MFF-0049,APPROVED,sunflower seeds: crackerjacks: bottled water: peanuts: candy,6015168.306,2110364.21,37.77551014,-122.3909993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0049&ExportPDF=1&Filename=16MFF-0049_schedule.pdf,Mo-Su:10AM-9PM,3/14/2016 0:00:00,3/14/2016,1,3/15/2017 0:00:00,"(37.7755101380495, -122.390999306002)"
765538,Singh Brothers Ice Cream,Truck,10327000,PENINSULA AVE: BLANKEN AVE to LATHROP AVE (300 - 399),360 PENINSULA AVE,5083009,5083,9,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6012192.793,2086872.475,37.71084128,-122.3996426,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:5PM-6PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7108412835853, -122.399642614963)"
765537,Singh Brothers Ice Cream,Truck,9602000,NIBBI CT: GILLETTE AVE to END (1 - 99),35 NIBBI CT,5079004,5079,4,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013200.29,2086710.154,37.71045169,-122.3961491,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:4PM-5PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7104516918675, -122.396149078996)"
765536,Singh Brothers Ice Cream,Truck,7895000,KIRKWOOD AVE: NEWHALL ST to PHELPS ST (1600 - 1699),1698 KIRKWOOD AVE,5279027,5279,27,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014750.983,2097205.93,37.73935716,-122.3915228,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:4PM-5PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7393571608675, -122.391522811759)"
765535,Singh Brothers Ice Cream,Truck,4938000,KISKA RD: DORMITORY RD \ KIRKWOOD AVE to REARDON RD (141 - 199),195 KISKA RD,4700052,4700,52,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6018976.061,2093508.479,37.72943829,-122.3766578,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:4PM-5PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.729438288454, -122.376657800723)"
765534,Singh Brothers Ice Cream,Truck,7223000,INGALLS ST: GEORGE CT to OAKDALE AVE (1300 - 1399),1309 INGALLS ST,4714002,4714,2,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017478.204,2093879.426,37.73037424,-122.3818619,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:4PM-5PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7303742378628, -122.381861878657)"
765533,Singh Brothers Ice Cream,Truck,11783000,SHAFTER AVE: HAWES ST to INGALLS ST (1200 - 1299),1207 SHAFTER AVE,4792001A,4792,001A,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6016941.58,2092555.108,37.72670827,-122.3836249,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:3PM-4PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7267082729622, -122.3836249172)"
765532,Singh Brothers Ice Cream,Truck,10810000,QUESADA AVE: CRISP RD to HAWES ST (1170 - 1199),1191 QUESADA AVE,4763042,4763,42,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017387.966,2092923.508,37.72774449,-122.3821074,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:3PM-4PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7277444907011, -122.382107375242)"
765531,Singh Brothers Ice Cream,Truck,6671000,HARBOR RD: NORTHRIDGE RD to INGALLS ST (1 - 299),297 HARBOR RD,4712008,4712,8,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017903.776,2094986.964,37.73343881,-122.3804675,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:3PM-4PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7334388116408, -122.380467549518)"
765530,Singh Brothers Ice Cream,Truck,7479000,JENNINGS ST: VAN DYKE AVE to WALLACE AVE (2100 - 2199),2115 JENNINGS ST,4828021,4828,21,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015486.282,2092591.619,37.72672798,-122.3886584,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:3PM-4PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7267279782571, -122.388658428832)"
765529,Singh Brothers Ice Cream,Truck,13780000,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 YOSEMITE AVE,4831012,4831,12,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015609.592,2092025.988,37.7251817,-122.3881927,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:2PM-3PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7251817007288, -122.388192688444)"
765528,Singh Brothers Ice Cream,Truck,10218000,PALOU AVE: HAWES ST to INGALLS ST (1100 - 1199),1101 PALOU AVE,4757024,4757,24,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017464.809,2093259.551,37.72867144,-122.3818651,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:2PM-3PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7286714428179, -122.381865088641)"
765527,Singh Brothers Ice Cream,Truck,5599000,FITZGERALD AVE: HAWES ST to INGALLS ST (1100 - 1199),1104 FITZGERALD AVE,4914022,4914,22,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015221.628,2090210.317,37.72017472,-122.3894071,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:2PM-3PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7201747226493, -122.389407114342)"
765526,Singh Brothers Ice Cream,Truck,13356000,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1550 WALLACE AVE,4829006,4829,6,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015093.174,2092759.834,37.72716807,-122.3900291,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:2PM-3PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.727168068782, -122.390029148701)"
765525,Singh Brothers Ice Cream,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1562 BANCROFT AVE,4849006,4849,6,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014513.081,2092146.105,37.7254507,-122.3919916,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:1PM-2PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7254507021723, -122.391991641418)"
765524,Singh Brothers Ice Cream,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 DONNER AVE,4910023,4910,23,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014572.169,2091177.246,37.72279369,-122.3917197,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:1PM-2PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7227936887593, -122.391719666472)"
765523,Singh Brothers Ice Cream,Truck,7492000,JENNINGS ST: KEY AVE to LE CONTE AVE (3400 - 3499),3444 JENNINGS ST,4995005,4995,5,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013111.658,2089651.112,37.71852205,-122.3966614,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:1PM-2PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7185220485664, -122.396661444417)"
765522,Singh Brothers Ice Cream,Truck,7819000,KEY AVE: JENNINGS ST to 03RD ST (1000 - 1068),1060 KEY AVE,4994002,4994,2,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013314.667,2089893.982,37.71920022,-122.3959767,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:1PM-2PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7192002177133, -122.395976731096)"
765521,Singh Brothers Ice Cream,Truck,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,4973034,4973,34,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015040.705,2088854.908,37.716443,-122.3899379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:12PM-1PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7164430021474, -122.389937879321)"
765520,Singh Brothers Ice Cream,Truck,6548000,GRIFFITH ST: INGERSON AVE to JAMESTOWN AVE (2900 - 2999),2900 GRIFFITH ST,4973001,4973,1,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015142.712,2089052.53,37.71699129,-122.3895991,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:12PM-1PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.716991290324, -122.38959908417)"
765519,Singh Brothers Ice Cream,Truck,7252000,INGERSON AVE: JENNINGS ST to 03RD ST (1100 - 1199),1173 INGERSON AVE,4968035,4968,35,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013341.728,2090348.363,37.72044936,-122.395915,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:12PM-1PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7204493626594, -122.395915014237)"
765518,Singh Brothers Ice Cream,Truck,6961000,HOLLISTER AVE: HAWES ST to INGALLS ST (1000 - 1099),1000 HOLLISTER AVE,4943002,4943,2,16MFF-0048,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014891.341,2089767.246,37.71893982,-122.3905179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0048&ExportPDF=1&Filename=16MFF-0048_schedule.pdf,Mo-Fr:12PM-1PM,,3/14/2016,1,3/15/2017 0:00:00,"(37.7189398190959, -122.390517872066)"
765206,Golden Catering,Truck,4494000,CRESCENT AVE: ANDERSON ST to ELLSWORTH ST (600 - 699),601 CRESCENT AVE,5741016,5741,16,16MFF-0047,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6007810.618,2095762.19,37.7350053,-122.4154174,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0047&ExportPDF=1&Filename=16MFF-0047_schedule.pdf,Mo/Tu/We/Th/Fr:11AM-12PM,3/11/2016 0:00:00,3/11/2016,1,3/15/2017 0:00:00,"(37.7350052991284, -122.415417409745)"
765205,Golden Catering,Truck,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),835 JAMESTOWN AVE,4991277,4991,277,16MFF-0047,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6014385.405,2089134.434,37.71717416,-122.3922225,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0047&ExportPDF=1&Filename=16MFF-0047_schedule.pdf,Mo-Su:10AM-11AM,3/11/2016 0:00:00,3/11/2016,1,3/15/2017 0:00:00,"(37.7171741618036, -122.392222474624)"
765204,Golden Catering,Truck,5374000,EXECUTIVE PARK BLVD: CRESCENT WAY to HARNEY WAY (300 - 399),301 EXECUTIVE PARK BLVD,4991240,4991,240,16MFF-0047,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6014982.643,2087104.056,37.71163228,-122.3900163,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0047&ExportPDF=1&Filename=16MFF-0047_schedule.pdf,Mo-Su:10AM-11AM,3/11/2016 0:00:00,3/11/2016,1,3/15/2017 0:00:00,"(37.7116322811949, -122.390016333636)"
765202,Golden Catering,Truck,2825101,BAY SHORE BLVD: LELAND AVE to VISITACION AVE (2401 - 2499) -- EAST --,2401 BAY SHORE BLVD,5087003A,5087,003A,16MFF-0047,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6011284.798,2086924.615,37.71093379,-122.4027845,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0047&ExportPDF=1&Filename=16MFF-0047_schedule.pdf,Mo-Fr:10AM-11AM,3/11/2016 0:00:00,3/11/2016,1,3/15/2017 0:00:00,"(37.710933792981, -122.40278453801)"
765172,DO UC US Mobile Catering,Truck,185104,03RD ST: MISSION BAY BLVD to SOUTH ST (1401 - 1599) -- EAST --,1501 03RD ST,8720013,8720,13,16MFF-0046,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015663.184,2108672.393,37.77089223,-122.3891692,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0046&ExportPDF=1&Filename=16MFF-0046_schedule.pdf,Mo-Fr:8AM-9AM,3/11/2016 0:00:00,3/11/2016,1,3/15/2017 0:00:00,"(37.7708922310318, -122.389169231483)"
